index, word, count, percent, cum
1889, ярка, 1, 0.01, 68.94
1890, ярем, 1, 0.01, 68.95
1891, яра, 1, 0.01, 68.95
1892, яр, 1, 0.01, 68.96
1893, яйцом, 1, 0.01, 68.96
1894, языцы, 1, 0.01, 68.97
1895, языках, 1, 0.01, 68.97
1896, яже, 1, 0.01, 68.98
1897, ядущих, 1, 0.01, 68.98
1898, яд:, 1, 0.01, 68.99
1899, явятся;, 1, 0.01, 68.99
1900, явятся, 1, 0.01, 69.00
1901, являя, 1, 0.01, 69.01
1902, являли, 1, 0.01, 69.01
1903, являете, 1, 0.01, 69.02
1904, явленья, 1, 0.01, 69.02
1905, явишася, 1, 0.01, 69.03
1906, явиться:, 1, 0.01, 69.03
1907, явиться, 1, 0.01, 69.04
1908, явися, 1, 0.01, 69.04
1909, явистася, 1, 0.01, 69.05
1910, явили, 1, 0.01, 69.05
1911, явилась, 1, 0.01, 69.06
1912, явил;, 1, 0.01, 69.07
1913, яви, 1, 0.01, 69.07
1914, юдольных, 1, 0.01, 69.08
1915, юдоль, 1, 0.01, 69.08
1916, юдоли, 1, 0.01, 69.09
1917, юдоле, 1, 0.01, 69.09
1918, эхо, 1, 0.01, 69.10
1919, эфиры, 1, 0.01, 69.10
1920, эфирный, 1, 0.01, 69.11
1921, эфире, 1, 0.01, 69.11
1922, это, 1, 0.01, 69.12
1923, эмпира:, 1, 0.01, 69.13
1924, эдемских, 1, 0.01, 69.13
1925, эдемский, 1, 0.01, 69.14
1926, щитом—, 1, 0.01, 69.14
1927, щитом, 1, 0.01, 69.15
1928, щит:, 1, 0.01, 69.15
1929, щекам, 1, 0.01, 69.16
1930, щедрым, 1, 0.01, 69.16
1931, щедротой, 1, 0.01, 69.17
1932, щедротодарным, 1, 0.01, 69.17
1933, шумны, 1, 0.01, 69.18
1934, шуме, 1, 0.01, 69.18
1935, шума, 1, 0.01, 69.19
1936, шум;, 1, 0.01, 69.20
1937, шлем:, 1, 0.01, 69.20
1938, шептанье, 1, 0.01, 69.21
1939, шел, 1, 0.01, 69.21
1940, шатром, 1, 0.01, 69.22
1941, шаг, 1, 0.01, 69.22
1942, чьих, 1, 0.01, 69.23
1943, чьи, 1, 0.01, 69.23
1944, чьей, 1, 0.01, 69.24
1945, чужды, 1, 0.01, 69.24
1946, чуждой, 1, 0.01, 69.25
1947, чудным, 1, 0.01, 69.26
1948, чудном, 1, 0.01, 69.26
1949, чудной;, 1, 0.01, 69.27
1950, чудной:, 1, 0.01, 69.27
1951, чудесный, 1, 0.01, 69.28
1952, чудесна, 1, 0.01, 69.28
1953, чудесен, 1, 0.01, 69.29
1954, чудесах, 1, 0.01, 69.29
1955, чудесам, 1, 0.01, 69.30
1956, чудеса:, 1, 0.01, 69.30
1957, чуден, 1, 0.01, 69.31
1958, чуд, 1, 0.01, 69.32
1959, чувствуя, 1, 0.01, 69.32
1960, чувствую, 1, 0.01, 69.33
1961, чувству, 1, 0.01, 69.33
1962, чувствовать, 1, 0.01, 69.34
1963, чувство, 1, 0.01, 69.34
1964, чувствия, 1, 0.01, 69.35
1965, чувствительный, 1, 0.01, 69.35
1966, чувствах, 1, 0.01, 69.36
1967, чувства:, 1, 0.01, 69.36
1968, чтя, 1, 0.01, 69.37
1969, чтущим, 1, 0.01, 69.37
1970, чтущи, 1, 0.01, 69.38
1971, чтут, 1, 0.01, 69.39
1972, чту, 1, 0.01, 69.39
1973, чтобы, 1, 0.01, 69.40
1974, чтит», 1, 0.01, 69.40
1975, чтит, 1, 0.01, 69.41
1976, чтим, 1, 0.01, 69.41
1977, чтили, 1, 0.01, 69.42
1978, чтил;, 1, 0.01, 69.42
1979, чреслах, 1, 0.01, 69.43
1980, чресл, 1, 0.01, 69.43
1981, чреде, 1, 0.01, 69.44
1982, чрево, 1, 0.01, 69.45
1983, чрева, 1, 0.01, 69.45
1984, чисту, 1, 0.01, 69.46
1985, чистою, 1, 0.01, 69.46
1986, чистосердечной», 1, 0.01, 69.47
1987, чистом, 1, 0.01, 69.47
1988, чистой, 1, 0.01, 69.48
1989, чисто, 1, 0.01, 69.48
1990, чистит, 1, 0.01, 69.49
1991, числом, 1, 0.01, 69.49
1992, число, 1, 0.01, 69.50
1993, числ, 1, 0.01, 69.51
1994, чину, 1, 0.01, 69.51
1995, чинов, 1, 0.01, 69.52
1996, чин, 1, 0.01, 69.52
1997, четвертаго, 1, 0.01, 69.53
1998, честью, 1, 0.01, 69.53
1999, честь;, 1, 0.01, 69.54
2000, честных, 1, 0.01, 69.54
2001, честность, 1, 0.01, 69.55
2002, честей, 1, 0.01, 69.55
2003, чертожны, 1, 0.01, 69.56
2004, чертоге, 1, 0.01, 69.56
2005, чертог;, 1, 0.01, 69.57
2006, черплешь, 1, 0.01, 69.58
2007, черпать, 1, 0.01, 69.58
2008, чернь, 1, 0.01, 69.59
2009, черный—, 1, 0.01, 69.59
2010, черный, 1, 0.01, 69.60
2011, чернордяный, 1, 0.01, 69.60
2012, черная, 1, 0.01, 69.61
2013, чередой, 1, 0.01, 69.61
2014, червям:, 1, 0.01, 69.62
2015, червей, 1, 0.01, 69.62
2016, чем;, 1, 0.01, 69.63
2017, челом—, 1, 0.01, 69.64
2018, человеческия, 1, 0.01, 69.64
2019, человек—, 1, 0.01, 69.65
2020, человеком», 1, 0.01, 69.65
2021, человеком, 1, 0.01, 69.66
2022, человеколюбивый, 1, 0.01, 69.66
2023, человеков, 1, 0.01, 69.67
2024, человека;, 1, 0.01, 69.67
2025, челах, 1, 0.01, 69.68
2026, чела;, 1, 0.01, 69.68
2027, чел, 1, 0.01, 69.69
2028, чей, 1, 0.01, 69.70
2029, чаяньем, 1, 0.01, 69.70
2030, чая, 1, 0.01, 69.71
2031, чаю, 1, 0.01, 69.71
2032, чашу, 1, 0.01, 69.72
2033, чаша, 1, 0.01, 69.72
2034, часы, 1, 0.01, 69.73
2035, часу, 1, 0.01, 69.73
2036, части—, 1, 0.01, 69.74
2037, частицы, 1, 0.01, 69.74
2038, чает;, 1, 0.01, 69.75
2039, чает, 1, 0.01, 69.76
2040, чадом, 1, 0.01, 69.76
2041, церквей, 1, 0.01, 69.77
2042, цепенеет, 1, 0.01, 69.77
2043, цены, 1, 0.01, 69.78
2044, ценитель;, 1, 0.01, 69.78
2045, цельна, 1, 0.01, 69.79
2046, целом, 1, 0.01, 69.79
2047, целой, 1, 0.01, 69.80
2048, целит;, 1, 0.01, 69.80
2049, целенье, 1, 0.01, 69.81
2050, цел, 1, 0.01, 69.81
2051, цевницы, 1, 0.01, 69.82
2052, цветы:, 1, 0.01, 69.83
2053, цветущих, 1, 0.01, 69.83
2054, цветут, 1, 0.01, 69.84
2055, цветет;, 1, 0.01, 69.84
2056, цветет, 1, 0.01, 69.85
2057, царям, 1, 0.01, 69.85
2058, царствы—, 1, 0.01, 69.86
2059, царствы, 1, 0.01, 69.86
2060, царствуешь, 1, 0.01, 69.87
2061, царствует, 1, 0.01, 69.87
2062, царстве, 1, 0.01, 69.88
2063, царскую, 1, 0.01, 69.89
2064, царское, 1, 0.01, 69.89
2065, царский, 1, 0.01, 69.90
2066, царские, 1, 0.01, 69.90
2067, царицей, 1, 0.01, 69.91
2068, царем—, 1, 0.01, 69.91
2069, царем, 1, 0.01, 69.92
2070, царевы, 1, 0.01, 69.92
2071, царевна, 1, 0.01, 69.93
2072, царева, 1, 0.01, 69.93
2073, хулой, 1, 0.01, 69.94
2074, хулители, 1, 0.01, 69.95
2075, хромии, 1, 0.01, 69.95
2076, христиан, 1, 0.01, 69.96
2077, хребты, 1, 0.01, 69.96
2078, хранитель, 1, 0.01, 69.97
2079, хранилища, 1, 0.01, 69.97
2080, храненьи, 1, 0.01, 69.98
2081, храмину, 1, 0.01, 69.98
2082, храмина, 1, 0.01, 69.99
2083, храмах, 1, 0.01, 69.99
2084, храма, 1, 0.01, 70.00
2085, храбрость, 1, 0.01, 70.00
2086, хощет—, 1, 0.01, 70.01
2087, хощете, 1, 0.01, 70.02
2088, хочу, 1, 0.01, 70.02
2089, хочет, 1, 0.01, 70.03
2090, хохотом, 1, 0.01, 70.03
2091, хотят, 1, 0.01, 70.04
2092, хотел, 1, 0.01, 70.04
2093, хором, 1, 0.01, 70.05
2094, холмятся, 1, 0.01, 70.05
2095, холме, 1, 0.01, 70.06
2096, холма, 1, 0.01, 70.06
2097, холм», 1, 0.01, 70.07
2098, хожу, 1, 0.01, 70.08
2099, ходящих, 1, 0.01, 70.08
2100, ходят, 1, 0.01, 70.09
2101, ходатай», 1, 0.01, 70.09
2102, хлеба, 1, 0.01, 70.10
2103, хладу, 1, 0.01, 70.10
2104, хладных, 1, 0.01, 70.11
2105, хладно, 1, 0.01, 70.11
2106, хищных, 1, 0.01, 70.12
2107, хищеньи, 1, 0.01, 70.12
2108, хитрых, 1, 0.01, 70.13
2109, хижину, 1, 0.01, 70.14
2110, хижине, 1, 0.01, 70.14
2111, хижинах, 1, 0.01, 70.15
2112, хижина, 1, 0.01, 70.15
2113, хвалюся, 1, 0.01, 70.16
2114, хвалюсь—, 1, 0.01, 70.16
2115, хвалы, 1, 0.01, 70.17
2116, хвалились, 1, 0.01, 70.17
2117, хваленье, 1, 0.01, 70.18
2118, хваление, 1, 0.01, 70.18
2119, хвала, 1, 0.01, 70.19
2120, хвал, 1, 0.01, 70.19
2121, хаосу, 1, 0.01, 70.20
2122, хаосе, 1, 0.01, 70.21
2123, ханску, 1, 0.01, 70.21
2124, фимиам, 1, 0.01, 70.22
2125, феникс, 1, 0.01, 70.22
2126, фарсийски, 1, 0.01, 70.23
2127, фарсальской, 1, 0.01, 70.23
2128, уясняся, 1, 0.01, 70.24
2129, ушли, 1, 0.01, 70.24
2130, ушла, 1, 0.01, 70.25
2131, ушеса, 1, 0.01, 70.25
2132, ушес, 1, 0.01, 70.26
2133, ушей, 1, 0.01, 70.27
2134, учишь, 1, 0.01, 70.27
2135, учит, 1, 0.01, 70.28
2136, учил, 1, 0.01, 70.28
2137, ученья, 1, 0.01, 70.29
2138, учению», 1, 0.01, 70.29
2139, участье, 1, 0.01, 70.30
2140, участь, 1, 0.01, 70.30
2141, участи, 1, 0.01, 70.31
2142, ухищреньем, 1, 0.01, 70.31
2143, ухищренье, 1, 0.01, 70.32
2144, уха, 1, 0.01, 70.33
2145, утучняющий, 1, 0.01, 70.33
2146, утром, 1, 0.01, 70.34
2147, утробы, 1, 0.01, 70.34
2148, утробе, 1, 0.01, 70.35
2149, утро, 1, 0.01, 70.35
2150, утра, 1, 0.01, 70.36
2151, утоляют, 1, 0.01, 70.36
2152, утолять, 1, 0.01, 70.37
2153, утоляет, 1, 0.01, 70.37
2154, утоленье, 1, 0.01, 70.38
2155, утешь, 1, 0.01, 70.39
2156, утешитель, 1, 0.01, 70.39
2157, утешаться, 1, 0.01, 70.40
2158, утехи, 1, 0.01, 70.40
2159, утесненных, 1, 0.01, 70.41
2160, утвержу, 1, 0.01, 70.41
2161, утвердились, 1, 0.01, 70.42
2162, утверди, 1, 0.01, 70.42
2163, утаил, 1, 0.01, 70.43
2164, усумнюся, 1, 0.01, 70.43
2165, усты:, 1, 0.01, 70.44
2166, устройство, 1, 0.01, 70.44
2167, устройств, 1, 0.01, 70.45
2168, устремляешь, 1, 0.01, 70.46
2169, устремленье, 1, 0.01, 70.46
2170, устремится:, 1, 0.01, 70.47
2171, устремился, 1, 0.01, 70.47
2172, устрашится, 1, 0.01, 70.48
2173, устранюсь, 1, 0.01, 70.48
2174, устен, 1, 0.01, 70.49
2175, устах, 1, 0.01, 70.49
2176, устами, 1, 0.01, 70.50
2177, уставы, 1, 0.01, 70.50
2178, уставу, 1, 0.01, 70.51
2179, уст;, 1, 0.01, 70.52
2180, успели, 1, 0.01, 70.52
2181, успеет, 1, 0.01, 70.53
2182, усомнился, 1, 0.01, 70.53
2183, уснет, 1, 0.01, 70.54
2184, услышит, 1, 0.01, 70.54
2185, услышах, 1, 0.01, 70.55
2186, услышат, 1, 0.01, 70.55
2187, услышал, 1, 0.01, 70.56
2188, услышав, 1, 0.01, 70.56
2189, услаждаться, 1, 0.01, 70.57
2190, услаждает, 1, 0.01, 70.58
2191, усладится, 1, 0.01, 70.58
2192, усеялась, 1, 0.01, 70.59
2193, усердным, 1, 0.01, 70.59
2194, усердием, 1, 0.01, 70.60
2195, уроном, 1, 0.01, 70.60
2196, урон, 1, 0.01, 70.61
2197, упразднится, 1, 0.01, 70.61
2198, упразднит, 1, 0.01, 70.62
2199, управляет, 1, 0.01, 70.62
2200, управа, 1, 0.01, 70.63
2201, употребленье, 1, 0.01, 70.63
2202, уподобить, 1, 0.01, 70.64
2203, уповают, 1, 0.01, 70.65
2204, уповать, 1, 0.01, 70.65
2205, упованьем, 1, 0.01, 70.66
2206, упованье, 1, 0.01, 70.66
2207, уповал, 1, 0.01, 70.67
2208, упадший, 1, 0.01, 70.67
2209, упадет, 1, 0.01, 70.68
2210, упада, 1, 0.01, 70.68
2211, унынье, 1, 0.01, 70.69
2212, унылы, 1, 0.01, 70.69
2213, унылу, 1, 0.01, 70.70
2214, унылой:, 1, 0.01, 70.71
2215, уныло, 1, 0.01, 70.71
2216, унывна, 1, 0.01, 70.72
2217, уносят, 1, 0.01, 70.72
2218, уничтожь, 1, 0.01, 70.73
2219, уничтожает, 1, 0.01, 70.73
2220, уничижил, 1, 0.01, 70.74
2221, унизить, 1, 0.01, 70.74
2222, униженье, 1, 0.01, 70.75
2223, униженных, 1, 0.01, 70.75
2224, умы, 1, 0.01, 70.76
2225, умудряться, 1, 0.01, 70.77
2226, умудрил, 1, 0.01, 70.77
2227, умру—, 1, 0.01, 70.78
2228, умрете, 1, 0.01, 70.78
2229, умом—, 1, 0.01, 70.79
2230, умолк, 1, 0.01, 70.79
2231, умов, 1, 0.01, 70.80
2232, умножа, 1, 0.01, 70.80
2233, умирают;, 1, 0.01, 70.81
2234, умирают, 1, 0.01, 70.81
2235, умилился, 1, 0.01, 70.82
2236, умиленьем, 1, 0.01, 70.82
2237, уметь, 1, 0.01, 70.83
2238, умерщвленьем, 1, 0.01, 70.84
2239, умеешь;, 1, 0.01, 70.84
2240, умащать, 1, 0.01, 70.85
2241, ум:, 1, 0.01, 70.85
2242, улыбкою, 1, 0.01, 70.86
2243, улыбкой, 1, 0.01, 70.86
2244, улетели, 1, 0.01, 70.87
2245, укрывал, 1, 0.01, 70.87
2246, укрощает, 1, 0.01, 70.88
2247, укрощав, 1, 0.01, 70.88
2248, укреплять, 1, 0.01, 70.89
2249, укреплял, 1, 0.01, 70.90
2250, укрепляешь, 1, 0.01, 70.90
2251, укрепленье, 1, 0.01, 70.91
2252, украсят, 1, 0.01, 70.91
2253, укоризны, 1, 0.01, 70.92
2254, укоризн, 1, 0.01, 70.92
2255, уклонюся, 1, 0.01, 70.93
2256, уклонюсь, 1, 0.01, 70.93
2257, уклонились, 1, 0.01, 70.94
2258, уйдет, 1, 0.01, 70.94
2259, узрить, 1, 0.01, 70.95
2260, узрит;, 1, 0.01, 70.96
2261, узреть, 1, 0.01, 70.96
2262, узрел, 1, 0.01, 70.97
2263, узник, 1, 0.01, 70.97
2264, узнать, 1, 0.01, 70.98
2265, узел, 1, 0.01, 70.98
2266, уз, 1, 0.01, 70.99
2267, ужей, 1, 0.01, 70.99
2268, ужаснемся, 1, 0.01, 71.00
2269, ужасе, 1, 0.01, 71.00
2270, ужасало, 1, 0.01, 71.01
2271, ужасает, 1, 0.01, 71.02
2272, уды, 1, 0.01, 71.02
2273, удостой, 1, 0.01, 71.03
2274, удостоиться, 1, 0.01, 71.03
2275, удовлетворит, 1, 0.01, 71.04
2276, удивительней, 1, 0.01, 71.04
2277, удивились, 1, 0.01, 71.05
2278, ударяют, 1, 0.01, 71.05
2279, ударил, 1, 0.01, 71.06
2280, удари, 1, 0.01, 71.06
2281, удар, 1, 0.01, 71.07
2282, удалюся, 1, 0.01, 71.07
2283, удалишь, 1, 0.01, 71.08
2284, удалится, 1, 0.01, 71.09
2285, удалит, 1, 0.01, 71.09
2286, удалился;, 1, 0.01, 71.10
2287, удалились, 1, 0.01, 71.10
2288, удаленьи, 1, 0.01, 71.11
2289, удаленье, 1, 0.01, 71.11
2290, угощу, 1, 0.01, 71.12
2291, угожденье, 1, 0.01, 71.12
2292, угождал, 1, 0.01, 71.13
2293, угодны, 1, 0.01, 71.13
2294, угобжает, 1, 0.01, 71.14
2295, угнетало, 1, 0.01, 71.15
2296, угль, 1, 0.01, 71.15
2297, увянут;, 1, 0.01, 71.16
2298, увянут, 1, 0.01, 71.16
2299, увяла, 1, 0.01, 71.17
2300, увядший, 1, 0.01, 71.17
2301, увядает;, 1, 0.01, 71.18
2302, увядает, 1, 0.01, 71.18
2303, увьют, 1, 0.01, 71.19
2304, увижу, 1, 0.01, 71.19
2305, увидя, 1, 0.01, 71.20
2306, увидишь:, 1, 0.01, 71.21
2307, увидит, 1, 0.01, 71.21
2308, увидел, 1, 0.01, 71.22
2309, увеселяешь, 1, 0.01, 71.22
2310, уверяю, 1, 0.01, 71.23
2311, уверенье, 1, 0.01, 71.23
2312, увенчанна, 1, 0.01, 71.24
2313, убранстве, 1, 0.01, 71.24
2314, убояхся», 1, 0.01, 71.25
2315, убоюсь—, 1, 0.01, 71.25
2316, убоюсь, 1, 0.01, 71.26
2317, убога—, 1, 0.01, 71.26
2318, убога, 1, 0.01, 71.27
2319, убиет, 1, 0.01, 71.28
2320, убежит, 1, 0.01, 71.28
2321, убеждает, 1, 0.01, 71.29
2322, убегает;, 1, 0.01, 71.29
2323, тянутся, 1, 0.01, 71.30
2324, тяжкие, 1, 0.01, 71.30
2325, тяжелой, 1, 0.01, 71.31
2326, тяжело, 1, 0.01, 71.31
2327, тягчайший, 1, 0.01, 71.32
2328, тягостен, 1, 0.01, 71.32
2329, тьмят—, 1, 0.01, 71.33
2330, тьму;, 1, 0.01, 71.34
2331, тьму:, 1, 0.01, 71.34
2332, тьму, 1, 0.01, 71.35
2333, тьмою, 1, 0.01, 71.35
2334, тьмой, 1, 0.01, 71.36
2335, ты—, 1, 0.01, 71.36
2336, тщится, 1, 0.01, 71.37
2337, тщился—, 1, 0.01, 71.37
2338, тщетным, 1, 0.01, 71.38
2339, тщетной, 1, 0.01, 71.38
2340, тщеславье, 1, 0.01, 71.39
2341, тучных, 1, 0.01, 71.40
2342, тучах, 1, 0.01, 71.40
2343, туча, 1, 0.01, 71.41
2344, туч:, 1, 0.01, 71.41
2345, тут, 1, 0.01, 71.42
2346, тусклый, 1, 0.01, 71.42
2347, тула, 1, 0.01, 71.43
2348, тул, 1, 0.01, 71.43
2349, тук, 1, 0.01, 71.44
2350, трясусь, 1, 0.01, 71.44
2351, трясет, 1, 0.01, 71.45
2352, трясенье;, 1, 0.01, 71.45
2353, трущобе, 1, 0.01, 71.46
2354, трупами, 1, 0.01, 71.47
2355, труп, 1, 0.01, 71.47
2356, трудясь, 1, 0.01, 71.48
2357, труды, 1, 0.01, 71.48
2358, трудом, 1, 0.01, 71.49
2359, трудов, 1, 0.01, 71.49
2360, трудись;, 1, 0.01, 71.50
2361, трудах, 1, 0.01, 71.50
2362, трубы, 1, 0.01, 71.51
2363, трубу;, 1, 0.01, 71.51
2364, трубишь, 1, 0.01, 71.52
2365, трость, 1, 0.01, 71.53
2366, троны, 1, 0.01, 71.53
2367, тронет, 1, 0.01, 71.54
2368, троне, 1, 0.01, 71.54
2369, троичным, 1, 0.01, 71.55
2370, трисвященным;, 1, 0.01, 71.55
2371, трисвятый, 1, 0.01, 71.56
2372, трисвяту, 1, 0.01, 71.56
2373, трисвятой, 1, 0.01, 71.57
2374, трилучный, 1, 0.01, 71.57
2375, триипостасный;, 1, 0.01, 71.58
2376, третияго, 1, 0.01, 71.59
2377, треска, 1, 0.01, 71.59
2378, трепетом, 1, 0.01, 71.60
2379, трепетной, 1, 0.01, 71.60
2380, трепетать, 1, 0.01, 71.61
2381, трепетанье, 1, 0.01, 71.61
2382, трепетала, 1, 0.01, 71.62
2383, треволненно, 1, 0.01, 71.62
2384, тревожном, 1, 0.01, 71.63
2385, тревога, 1, 0.01, 71.63
2386, трапезы, 1, 0.01, 71.64
2387, трапезой, 1, 0.01, 71.65
2388, траву, 1, 0.01, 71.65
2389, траве, 1, 0.01, 71.66
2390, трава, 1, 0.01, 71.66
2391, тощ, 1, 0.01, 71.67
2392, точкою, 1, 0.01, 71.67
2393, точию, 1, 0.01, 71.68
2394, точит, 1, 0.01, 71.68
2395, торжествует, 1, 0.01, 71.69
2396, торжеством, 1, 0.01, 71.69
2397, торжествам, 1, 0.01, 71.70
2398, тонких, 1, 0.01, 71.70
2399, тонкий, 1, 0.01, 71.71
2400, тон, 1, 0.01, 71.72
2401, томной, 1, 0.01, 71.72
2402, томна, 1, 0.01, 71.73
2403, томленьи, 1, 0.01, 71.73
2404, томленье, 1, 0.01, 71.74
2405, томит, 1, 0.01, 71.74
2406, том:, 1, 0.01, 71.75
2407, толп, 1, 0.01, 71.75
2408, толкусь, 1, 0.01, 71.76
2409, толку», 1, 0.01, 71.76
2410, толико, 1, 0.01, 71.77
2411, току, 1, 0.01, 71.78
2412, токи, 1, 0.01, 71.78
2413, токе, 1, 0.01, 71.79
2414, тока, 1, 0.01, 71.79
2415, товарищ, 1, 0.01, 71.80
2416, тобой;, 1, 0.01, 71.80
2417, тмы, 1, 0.01, 71.81
2418, тму;, 1, 0.01, 71.81
2419, тмой, 1, 0.01, 71.82
2420, тмил;, 1, 0.01, 71.82
2421, тленьем, 1, 0.01, 71.83
2422, тленну, 1, 0.01, 71.84
2423, тленной, 1, 0.01, 71.84
2424, тленного, 1, 0.01, 71.85
2425, тленно, 1, 0.01, 71.85
2426, тленна, 1, 0.01, 71.86
2427, тлена, 1, 0.01, 71.86
2428, тишиной, 1, 0.01, 71.87
2429, тишина:, 1, 0.01, 71.87
2430, тише—, 1, 0.01, 71.88
2431, тихой, 1, 0.01, 71.88
2432, тихозвучны, 1, 0.01, 71.89
2433, тихогром, 1, 0.01, 71.89
2434, тих;, 1, 0.01, 71.90
2435, тих, 1, 0.01, 71.91
2436, титл, 1, 0.01, 71.91
2437, тирана, 1, 0.01, 71.92
2438, тигров, 1, 0.01, 71.92
2439, тигр, 1, 0.01, 71.93
2440, тешь, 1, 0.01, 71.93
2441, тешат, 1, 0.01, 71.94
2442, течь:, 1, 0.01, 71.94
2443, течет;, 1, 0.01, 71.95
2444, теченьем, 1, 0.01, 71.95
2445, теснят, 1, 0.01, 71.96
2446, тесны, 1, 0.01, 71.97
2447, теряться, 1, 0.01, 71.97
2448, теряем, 1, 0.01, 71.98
2449, терпеньем, 1, 0.01, 71.98
2450, терпенье, 1, 0.01, 71.99
2451, тернья, 1, 0.01, 71.99
2452, терновых, 1, 0.01, 72.00
2453, терниях, 1, 0.01, 72.00
2454, терзая, 1, 0.01, 72.01
2455, терзаться, 1, 0.01, 72.01
2456, терзал, 1, 0.01, 72.02
2457, терзав, 1, 0.01, 72.03
2458, теплотой, 1, 0.01, 72.03
2459, теплом, 1, 0.01, 72.04
2460, теплой, 1, 0.01, 72.04
2461, тенью, 1, 0.01, 72.05
2462, теней, 1, 0.01, 72.05
2463, темных, 1, 0.01, 72.06
2464, темнице, 1, 0.01, 72.06
2465, темницах, 1, 0.01, 72.07
2466, темнел—, 1, 0.01, 72.07
2467, темнее, 1, 0.01, 72.08
2468, темна, 1, 0.01, 72.08
2469, теми, 1, 0.01, 72.09
2470, телу, 1, 0.01, 72.10
2471, телесных, 1, 0.01, 72.10
2472, телесну, 1, 0.01, 72.11
2473, телесно, 1, 0.01, 72.11
2474, тела:, 1, 0.01, 72.12
2475, текущий, 1, 0.01, 72.12
2476, тебя—, 1, 0.01, 72.13
2477, твою—, 1, 0.01, 72.13
2478, творят», 1, 0.01, 72.14
2479, творят;, 1, 0.01, 72.14
2480, творят, 1, 0.01, 72.15
2481, творю, 1, 0.01, 72.16
2482, творить, 1, 0.01, 72.16
2483, творит», 1, 0.01, 72.17
2484, творил, 1, 0.01, 72.17
2485, твори, 1, 0.01, 72.18
2486, творенью, 1, 0.01, 72.18
2487, твореньи, 1, 0.01, 72.19
2488, твоему;, 1, 0.01, 72.19
2489, твоем, 1, 0.01, 72.20
2490, твоей», 1, 0.01, 72.20
2491, твоей;, 1, 0.01, 72.21
2492, твоего, 1, 0.01, 72.22
2493, твердят, 1, 0.01, 72.22
2494, твердью, 1, 0.01, 72.23
2495, твердь;, 1, 0.01, 72.23
2496, твердым, 1, 0.01, 72.24
2497, тверды, 1, 0.01, 72.24
2498, твердою, 1, 0.01, 72.25
2499, твердо, 1, 0.01, 72.25
2500, твердиться, 1, 0.01, 72.26
2501, твердит:, 1, 0.01, 72.26
2502, тверд;, 1, 0.01, 72.27
2503, тверд, 1, 0.01, 72.28
2504, тварях, 1, 0.01, 72.28
2505, тварь—, 1, 0.01, 72.29
2506, тать, 1, 0.01, 72.29
2507, там—, 1, 0.01, 72.30
2508, талантам, 1, 0.01, 72.30
2509, такою, 1, 0.01, 72.31
2510, таком, 1, 0.01, 72.31
2511, тако, 1, 0.01, 72.32
2512, такая, 1, 0.01, 72.32
2513, так:, 1, 0.01, 72.33
2514, тайны—, 1, 0.01, 72.33
2515, тайну, 1, 0.01, 72.34
2516, таинства, 1, 0.01, 72.35
2517, сядет, 1, 0.01, 72.35
2518, сыплются, 1, 0.01, 72.36
2519, сыплет, 1, 0.01, 72.36
2520, сыном, 1, 0.01, 72.37
2521, сынов, 1, 0.01, 72.37
2522, сына, 1, 0.01, 72.38
2523, сый, 1, 0.01, 72.38
2524, съединятся, 1, 0.01, 72.39
2525, сшел, 1, 0.01, 72.39
2526, сшедый, 1, 0.01, 72.40
2527, сшедша, 1, 0.01, 72.41
2528, счета, 1, 0.01, 72.41
2529, счастия, 1, 0.01, 72.42
2530, счастие, 1, 0.01, 72.42
2531, схохлена, 1, 0.01, 72.43
2532, сходно:, 1, 0.01, 72.43
2533, сходишь, 1, 0.01, 72.44
2534, сходит, 1, 0.01, 72.44
2535, сходен, 1, 0.01, 72.45
2536, схватив, 1, 0.01, 72.45
2537, сферам, 1, 0.01, 72.46
2538, сфер, 1, 0.01, 72.47
2539, сущность;, 1, 0.01, 72.47
2540, суща, 1, 0.01, 72.48
2541, сушей, 1, 0.01, 72.48
2542, суть», 1, 0.01, 72.49
2543, сурова, 1, 0.01, 72.49
2544, сумраке, 1, 0.01, 72.50
2545, сумрак, 1, 0.01, 72.50
2546, суеты;, 1, 0.01, 72.51
2547, суеты, 1, 0.01, 72.51
2548, суетны, 1, 0.01, 72.52
2549, суете, 1, 0.01, 72.52
2550, судьбой, 1, 0.01, 72.53
2551, судьбины, 1, 0.01, 72.54
2552, судьбах, 1, 0.01, 72.54
2553, судьбами, 1, 0.01, 72.55
2554, судиши, 1, 0.01, 72.55
2555, судит, 1, 0.01, 72.56
2556, судилищах, 1, 0.01, 72.56
2557, судил, 1, 0.01, 72.57
2558, суди, 1, 0.01, 72.57
2559, суд:, 1, 0.01, 72.58
2560, сугубой, 1, 0.01, 72.58
2561, стяжатель, 1, 0.01, 72.59
2562, стяжанье, 1, 0.01, 72.60
2563, стяжание, 1, 0.01, 72.60
2564, стыдом, 1, 0.01, 72.61
2565, стыдливость:, 1, 0.01, 72.61
2566, стыд, 1, 0.01, 72.62
2567, ступишь, 1, 0.01, 72.62
2568, ступаешь, 1, 0.01, 72.63
2569, стук, 1, 0.01, 72.63
2570, стужи, 1, 0.01, 72.64
2571, стряхнутся, 1, 0.01, 72.64
2572, струя, 1, 0.01, 72.65
2573, струны:, 1, 0.01, 72.66
2574, струйка, 1, 0.01, 72.66
2575, струй, 1, 0.01, 72.67
2576, струится, 1, 0.01, 72.67
2577, строя, 1, 0.01, 72.68
