word, count, percent, cum
tras, 23, 0.02, 63.86
tantos, 23, 0.02, 63.88
según, 23, 0.02, 63.90
salió, 23, 0.02, 63.93
rafaé, 23, 0.02, 63.95
quedaba, 23, 0.02, 63.97
plaza, 23, 0.02, 64.00
nombre, 23, 0.02, 64.02
mañana, 23, 0.02, 64.04
llegaba, 23, 0.02, 64.06
larga, 23, 0.02, 64.09
hijos, 23, 0.02, 64.11
guitarra, 23, 0.02, 64.13
grupos, 23, 0.02, 64.16
entrar, 23, 0.02, 64.18
desgracia, 23, 0.02, 64.20
comer, 23, 0.02, 64.23
bodegas, 23, 0.02, 64.25
asombro, 23, 0.02, 64.27
¡si, 22, 0.02, 64.29
¡la, 22, 0.02, 64.32
vio, 22, 0.02, 64.34
tengo, 22, 0.02, 64.36
recuerdo, 22, 0.02, 64.38
quien, 22, 0.02, 64.40
pensando, 22, 0.02, 64.43
oído, 22, 0.02, 64.45
nueva, 22, 0.02, 64.47
hora, 22, 0.02, 64.49
has, 22, 0.02, 64.51
fuego, 22, 0.02, 64.54
ellas, 22, 0.02, 64.56
demás, 22, 0.02, 64.58
comida, 22, 0.02, 64.60
carne, 22, 0.02, 64.62
_chivo_, 22, 0.02, 64.65
única, 21, 0.02, 64.67
va, 21, 0.02, 64.69
sonrisa, 21, 0.02, 64.71
solo, 21, 0.02, 64.73
sabes, 21, 0.02, 64.75
reja, 21, 0.02, 64.77
país, 21, 0.02, 64.79
noches, 21, 0.02, 64.82
morir, 21, 0.02, 64.84
misa, 21, 0.02, 64.86
miraba, 21, 0.02, 64.88
miles, 21, 0.02, 64.90
marcha, 21, 0.02, 64.92
jóvenes, 21, 0.02, 64.94
iglesia, 21, 0.02, 64.96
hermanos, 21, 0.02, 64.98
haber, 21, 0.02, 65.00
grande, 21, 0.02, 65.03
esas, 21, 0.02, 65.05
cárcel, 21, 0.02, 65.07
caer, 21, 0.02, 65.09
beber, 21, 0.02, 65.11
época, 20, 0.02, 65.13
viejos, 20, 0.02, 65.15
tener, 20, 0.02, 65.17
sombra, 20, 0.02, 65.19
sacerdote, 20, 0.02, 65.21
quisiera, 20, 0.02, 65.23
pueblo, 20, 0.02, 65.25
prima, 20, 0.02, 65.27
oír, 20, 0.02, 65.29
modo, 20, 0.02, 65.31
mercé, 20, 0.02, 65.33
labios, 20, 0.02, 65.35
guardia, 20, 0.02, 65.37
frío, 20, 0.02, 65.39
estar, 20, 0.02, 65.41
entonces, 20, 0.02, 65.43
dentro, 20, 0.02, 65.45
dando, 20, 0.02, 65.47
cólera, 20, 0.02, 65.49
cosa, 20, 0.02, 65.51
casas, 20, 0.02, 65.53
braceros, 20, 0.02, 65.55
amor, 20, 0.02, 65.57
toos, 19, 0.02, 65.59
sino, 19, 0.02, 65.61
señoritos, 19, 0.02, 65.63
sería, 19, 0.02, 65.65
sabía, 19, 0.02, 65.67
rico, 19, 0.02, 65.69
revolución, 19, 0.02, 65.70
revolucionario, 19, 0.02, 65.72
religión, 19, 0.02, 65.74
primera, 19, 0.02, 65.76
primer, 19, 0.02, 65.78
poder, 19, 0.02, 65.80
pasaba, 19, 0.02, 65.82
orgullo, 19, 0.02, 65.84
negocios, 19, 0.02, 65.86
mí, 19, 0.02, 65.88
meses, 19, 0.02, 65.90
menor, 19, 0.02, 65.91
mariquita, 19, 0.02, 65.93
loco, 19, 0.02, 65.95
llegado, 19, 0.02, 65.97
hace, 19, 0.02, 65.99
gusto, 19, 0.02, 66.01
estado, 19, 0.02, 66.03
entusiasmo, 19, 0.02, 66.05
entrada, 19, 0.02, 66.07
elvira, 19, 0.02, 66.09
dulce, 19, 0.02, 66.10
dueño, 19, 0.02, 66.12
doña, 19, 0.02, 66.14
dionisio, 19, 0.02, 66.16
deseo, 19, 0.02, 66.18
decir, 19, 0.02, 66.20
color, 19, 0.02, 66.22
carácter, 19, 0.02, 66.24
año, 19, 0.02, 66.26
usté, 18, 0.02, 66.28
tristeza, 18, 0.02, 66.29
toneles, 18, 0.02, 66.31
señó, 18, 0.02, 66.33
señora, 18, 0.02, 66.35
semana, 18, 0.02, 66.37
reía, 18, 0.02, 66.38
reales, 18, 0.02, 66.40
ramón, 18, 0.02, 66.42
puertas, 18, 0.02, 66.44
puede, 18, 0.02, 66.46
personas, 18, 0.02, 66.47
persona, 18, 0.02, 66.49
perfume, 18, 0.02, 66.51
pequeños, 18, 0.02, 66.53
peor, 18, 0.02, 66.55
patio, 18, 0.02, 66.56
nuevas, 18, 0.02, 66.58
niña, 18, 0.02, 66.60
media, 18, 0.02, 66.62
llorar, 18, 0.02, 66.64
juerga, 18, 0.02, 66.65
huelga, 18, 0.02, 66.67
hubiese, 18, 0.02, 66.69
haciendo, 18, 0.02, 66.71
fe, 18, 0.02, 66.73
encontraba, 18, 0.02, 66.74
embriaguez, 18, 0.02, 66.76
daban, 18, 0.02, 66.78
da, 18, 0.02, 66.80
cuantos, 18, 0.02, 66.82
cuadra, 18, 0.02, 66.83
creyó, 18, 0.02, 66.85
civil, 18, 0.02, 66.87
cepas, 18, 0.02, 66.89
carretera, 18, 0.02, 66.91
, 18, 0.02, 66.93
vivía, 17, 0.02, 66.94
viaje, 17, 0.02, 66.96
verle, 17, 0.02, 66.98
van, 17, 0.02, 66.99
tiros, 17, 0.02, 67.01
sonreía, 17, 0.02, 67.03
somos, 17, 0.02, 67.04
sombrero, 17, 0.02, 67.06
siglos, 17, 0.02, 67.08
sea, 17, 0.02, 67.10
resto, 17, 0.02, 67.11
rebaño, 17, 0.02, 67.13
raza, 17, 0.02, 67.15
puesto, 17, 0.02, 67.16
perder, 17, 0.02, 67.18
mocetón, 17, 0.02, 67.20
maricruz, 17, 0.02, 67.21
maestro, 17, 0.02, 67.23
madrid, 17, 0.02, 67.25
leve, 17, 0.02, 67.27
infeliz, 17, 0.02, 67.28
habló, 17, 0.02, 67.30
gritos, 17, 0.02, 67.32
golpe, 17, 0.02, 67.33
fuertes, 17, 0.02, 67.35
fuera, 17, 0.02, 67.37
familias, 17, 0.02, 67.39
esperanza, 17, 0.02, 67.40
eres, 17, 0.02, 67.42
entrañas, 17, 0.02, 67.44
enferma, 17, 0.02, 67.45
dicho, 17, 0.02, 67.47
dejando, 17, 0.02, 67.49
cádiz, 17, 0.02, 67.50
cuenta, 17, 0.02, 67.52
contacto, 17, 0.02, 67.54
clase, 17, 0.02, 67.56
botella, 17, 0.02, 67.57
alegre, 17, 0.02, 67.59
¿por, 16, 0.02, 67.61
¿pero, 16, 0.02, 67.62
voy, 16, 0.02, 67.64
tenido, 16, 0.02, 67.65
tales, 16, 0.02, 67.67
suyos, 16, 0.02, 67.69
sitio, 16, 0.02, 67.70
silla, 16, 0.02, 67.72
seguían, 16, 0.02, 67.73
recordaba, 16, 0.02, 67.75
rebeldes, 16, 0.02, 67.77
propiedad, 16, 0.02, 67.78
piernas, 16, 0.02, 67.80
periódicos, 16, 0.02, 67.81
pensar, 16, 0.02, 67.83
pensaba, 16, 0.02, 67.85
pasó, 16, 0.02, 67.86
padres, 16, 0.02, 67.88
os, 16, 0.02, 67.89
noble, 16, 0.02, 67.91
mozo, 16, 0.02, 67.93
mostraba, 16, 0.02, 67.94
lluvia, 16, 0.02, 67.96
llamaba, 16, 0.02, 67.97
justicia, 16, 0.02, 67.99
ido, 16, 0.02, 68.01
hablando, 16, 0.02, 68.02
gracias, 16, 0.02, 68.04
fuerte, 16, 0.02, 68.05
felices, 16, 0.02, 68.07
estoy, 16, 0.02, 68.09
dormir, 16, 0.02, 68.10
cuatro, 16, 0.02, 68.12
caso, 16, 0.02, 68.14
cadáver, 16, 0.02, 68.15
bebía, 16, 0.02, 68.17
¡el, 15, 0.02, 68.18
veían, 15, 0.02, 68.20
verse, 15, 0.02, 68.21
ventorro, 15, 0.02, 68.23
varias, 15, 0.02, 68.24
vamos, 15, 0.02, 68.26
tío, 15, 0.02, 68.27
tanta, 15, 0.02, 68.29
susto, 15, 0.02, 68.30
suerte, 15, 0.02, 68.32
sintió, 15, 0.02, 68.33
seguir, 15, 0.02, 68.35
rostro, 15, 0.02, 68.36
rojo, 15, 0.02, 68.38
piel, 15, 0.02, 68.39
peso, 15, 0.02, 68.41
peligro, 15, 0.02, 68.42
parece, 15, 0.02, 68.44
nuevos, 15, 0.02, 68.45
niño, 15, 0.02, 68.47
negro, 15, 0.02, 68.48
miraban, 15, 0.02, 68.50
instante, 15, 0.02, 68.51
infelices, 15, 0.02, 68.53
indignación, 15, 0.02, 68.54
gracia, 15, 0.02, 68.56
gitanos, 15, 0.02, 68.57
ferminillo, 15, 0.02, 68.59
extraordinario, 15, 0.02, 68.60
emoción, 15, 0.02, 68.62
deseaba, 15, 0.02, 68.63
cuesta, 15, 0.02, 68.65
corazón, 15, 0.02, 68.66
copas, 15, 0.02, 68.68
compañía, 15, 0.02, 68.69
comenzaba, 15, 0.02, 68.71
caridad, 15, 0.02, 68.72
campiña, 15, 0.02, 68.74
bestia, 15, 0.02, 68.75
aun, 15, 0.02, 68.77
atrás, 15, 0.02, 68.78
aquello, 15, 0.02, 68.80
última, 14, 0.01, 68.81
voluntad, 14, 0.01, 68.83
vejez, 14, 0.01, 68.84
valor, 14, 0.01, 68.86
tía, 14, 0.01, 68.87
través, 14, 0.01, 68.88
trabajar, 14, 0.01, 68.90
ti, 14, 0.01, 68.91
sé, 14, 0.01, 68.93
soledad, 14, 0.01, 68.94
república, 14, 0.01, 68.95
rebelde, 14, 0.01, 68.97
rato, 14, 0.01, 68.98
presentaba, 14, 0.01, 69.00
pocos, 14, 0.01, 69.01
permanecer, 14, 0.01, 69.02
pasos, 14, 0.01, 69.04
palabra, 14, 0.01, 69.05
obra, 14, 0.01, 69.07
mucha, 14, 0.01, 69.08
moza, 14, 0.01, 69.09
movimiento, 14, 0.01, 69.11
momentos, 14, 0.01, 69.12
malo, 14, 0.01, 69.14
loca, 14, 0.01, 69.15
jaca, 14, 0.01, 69.16
huelguistas, 14, 0.01, 69.18
fueron, 14, 0.01, 69.19
famoso, 14, 0.01, 69.21
estrépito, 14, 0.01, 69.22
espaldas, 14, 0.01, 69.23
domingo, 14, 0.01, 69.25
distancia, 14, 0.01, 69.26
detrás, 14, 0.01, 69.28
cuya, 14, 0.01, 69.29
corro, 14, 0.01, 69.30
correr, 14, 0.01, 69.32
cocina, 14, 0.01, 69.33
carrera, 14, 0.01, 69.35
camarada, 14, 0.01, 69.36
cama, 14, 0.01, 69.37
caballista_, 14, 0.01, 69.39
blanca, 14, 0.01, 69.40
bastaba, 14, 0.01, 69.42
baja, 14, 0.01, 69.43
antiguos, 14, 0.01, 69.44
admiración, 14, 0.01, 69.46
adelante, 14, 0.01, 69.47
_círculo, 14, 0.01, 69.49
volvía, 13, 0.01, 69.50
tuvo, 13, 0.01, 69.51
sueño, 13, 0.01, 69.53
salían, 13, 0.01, 69.54
sabe, 13, 0.01, 69.55
reían, 13, 0.01, 69.56
quiere, 13, 0.01, 69.58
queriendo, 13, 0.01, 69.59
primeros, 13, 0.01, 69.60
pies, 13, 0.01, 69.62
pareció, 13, 0.01, 69.63
olor, 13, 0.01, 69.64
nuestra, 13, 0.01, 69.66
ningún, 13, 0.01, 69.67
miserable, 13, 0.01, 69.68
millones, 13, 0.01, 69.70
londres, 13, 0.01, 69.71
llamaban, 13, 0.01, 69.72
jamás, 13, 0.01, 69.73
invierno, 13, 0.01, 69.75
igual, 13, 0.01, 69.76
hombros, 13, 0.01, 69.77
gustaba, 13, 0.01, 69.79
gravedad, 13, 0.01, 69.80
gañán, 13, 0.01, 69.81
explanada, 13, 0.01, 69.83
estrellas, 13, 0.01, 69.84
esperando, 13, 0.01, 69.85
españa, 13, 0.01, 69.86
espacio, 13, 0.01, 69.88
esfuerzos, 13, 0.01, 69.89
entusiasmos, 13, 0.01, 69.90
entró, 13, 0.01, 69.92
empleados, 13, 0.01, 69.93
ello, 13, 0.01, 69.94
derecho, 13, 0.01, 69.96
decían, 13, 0.01, 69.97
creyendo, 13, 0.01, 69.98
creo, 13, 0.01, 70.00
costumbres, 13, 0.01, 70.01
compañero, 13, 0.01, 70.02
comenzó, 13, 0.01, 70.03
ciertos, 13, 0.01, 70.05
cabezas, 13, 0.01, 70.06
autoridad, 13, 0.01, 70.07
