index, word, count, percent, cum
1963,rust, 6, 0.00, 85.50
1964,rope, 6, 0.00, 85.50
1965,rock, 6, 0.00, 85.51
1966,risen, 6, 0.00, 85.51
1967,rise, 6, 0.00, 85.52
1968,retorted, 6, 0.00, 85.52
1969,result, 6, 0.00, 85.53
1970,resting, 6, 0.00, 85.53
1971,reputation, 6, 0.00, 85.53
1972,republic”, 6, 0.00, 85.54
1973,reminded, 6, 0.00, 85.54
1974,relieved, 6, 0.00, 85.55
1975,regarded, 6, 0.00, 85.55
1976,refer, 6, 0.00, 85.56
1977,rapid, 6, 0.00, 85.56
1978,protest, 6, 0.00, 85.57
1979,prosperous, 6, 0.00, 85.57
1980,profession, 6, 0.00, 85.57
1981,prepared, 6, 0.00, 85.58
1982,prayer, 6, 0.00, 85.58
1983,postinghouse, 6, 0.00, 85.59
1984,polite, 6, 0.00, 85.59
1985,pocket, 6, 0.00, 85.60
1986,pleased, 6, 0.00, 85.60
1987,picking, 6, 0.00, 85.61
1988,permission, 6, 0.00, 85.61
1989,peril, 6, 0.00, 85.61
1990,perceive, 6, 0.00, 85.62
1991,pen, 6, 0.00, 85.62
1992,parted, 6, 0.00, 85.63
1993,palace, 6, 0.00, 85.63
1994,painful, 6, 0.00, 85.64
1995,owner, 6, 0.00, 85.64
1996,old;, 6, 0.00, 85.65
1997,ocean, 6, 0.00, 85.65
1998,obliged, 6, 0.00, 85.65
1999,nobles, 6, 0.00, 85.66
2000,native, 6, 0.00, 85.66
2001,names, 6, 0.00, 85.67
2002,mysterious, 6, 0.00, 85.67
2003,murmured, 6, 0.00, 85.68
2004,murmur, 6, 0.00, 85.68
2005,murder, 6, 0.00, 85.68
2006,multitude, 6, 0.00, 85.69
2007,much”, 6, 0.00, 85.69
2008,mourning, 6, 0.00, 85.70
2009,moonlight, 6, 0.00, 85.70
2010,monsieur”, 6, 0.00, 85.71
2011,mistaken, 6, 0.00, 85.71
2012,miss”, 6, 0.00, 85.72
2013,mingled, 6, 0.00, 85.72
2014,minds, 6, 0.00, 85.72
2015,miles, 6, 0.00, 85.73
2016,messieurs, 6, 0.00, 85.73
2017,mercy, 6, 0.00, 85.74
2018,mentioned, 6, 0.00, 85.74
2019,matters, 6, 0.00, 85.75
2020,marks, 6, 0.00, 85.75
2021,marked, 6, 0.00, 85.76
2022,lumbering, 6, 0.00, 85.76
2023,loves, 6, 0.00, 85.76
2024,loaded, 6, 0.00, 85.77
2025,likeness, 6, 0.00, 85.77
2026,lightning, 6, 0.00, 85.78
2027,lightly, 6, 0.00, 85.78
2028,leading, 6, 0.00, 85.79
2029,laughing, 6, 0.00, 85.79
2030,judgment, 6, 0.00, 85.80
2031,judges, 6, 0.00, 85.80
2032,joe”, 6, 0.00, 85.80
2033,iv, 6, 0.00, 85.81
2034,interested, 6, 0.00, 85.81
2035,insensible, 6, 0.00, 85.82
2036,infamous, 6, 0.00, 85.82
2037,indifference, 6, 0.00, 85.83
2038,important, 6, 0.00, 85.83
2039,impatience, 6, 0.00, 85.84
2040,immovable, 6, 0.00, 85.84
2041,imagined, 6, 0.00, 85.84
2042,illustrious, 6, 0.00, 85.85
2043,iii, 6, 0.00, 85.85
2044,hungry, 6, 0.00, 85.86
2045,humanity, 6, 0.00, 85.86
2046,household, 6, 0.00, 85.87
2047,hopes, 6, 0.00, 85.87
2048,home”, 6, 0.00, 85.87
2049,him:, 6, 0.00, 85.88
2050,hers, 6, 0.00, 85.88
2051,hence, 6, 0.00, 85.89
2052,hearth, 6, 0.00, 85.89
2053,hazard, 6, 0.00, 85.90
2054,harness, 6, 0.00, 85.90
2055,hand”, 6, 0.00, 85.91
2056,guardhouse, 6, 0.00, 85.91
2057,gesture, 6, 0.00, 85.91
2058,gentleman’s, 6, 0.00, 85.92
2059,generosity, 6, 0.00, 85.92
2060,gathered, 6, 0.00, 85.93
2061,gates, 6, 0.00, 85.93
2062,garden, 6, 0.00, 85.94
2063,gained, 6, 0.00, 85.94
2064,future, 6, 0.00, 85.95
2065,furious, 6, 0.00, 85.95
2066,funeral, 6, 0.00, 85.95
2067,friend”, 6, 0.00, 85.96
2068,france”, 6, 0.00, 85.96
2069,forms, 6, 0.00, 85.97
2070,foremost, 6, 0.00, 85.97
2071,forefinger, 6, 0.00, 85.98
2072,firmness, 6, 0.00, 85.98
2073,fears, 6, 0.00, 85.99
2074,farmergeneral, 6, 0.00, 85.99
2075,failed, 6, 0.00, 85.99
2076,fail, 6, 0.00, 86.00
2077,extended, 6, 0.00, 86.00
2078,expressive, 6, 0.00, 86.01
2079,excited, 6, 0.00, 86.01
2080,excellent, 6, 0.00, 86.02
2081,establishment, 6, 0.00, 86.02
2082,established, 6, 0.00, 86.02
2083,especially, 6, 0.00, 86.03
2084,enter, 6, 0.00, 86.03
2085,energy, 6, 0.00, 86.04
2086,eighteen, 6, 0.00, 86.04
2087,earlier, 6, 0.00, 86.05
2088,drunk, 6, 0.00, 86.05
2089,drums, 6, 0.00, 86.06
2090,drove, 6, 0.00, 86.06
2091,drop, 6, 0.00, 86.06
2092,double, 6, 0.00, 86.07
2093,disposed, 6, 0.00, 86.07
2094,disgrace, 6, 0.00, 86.08
2095,dirty, 6, 0.00, 86.08
2096,direct, 6, 0.00, 86.09
2097,determination, 6, 0.00, 86.09
2098,destruction, 6, 0.00, 86.10
2099,described, 6, 0.00, 86.10
2100,depths, 6, 0.00, 86.10
2101,denunciation, 6, 0.00, 86.11
2102,denounced, 6, 0.00, 86.11
2103,defarge;, 6, 0.00, 86.12
2104,deeply, 6, 0.00, 86.12
2105,deed, 6, 0.00, 86.13
2106,declared, 6, 0.00, 86.13
2107,danced, 6, 0.00, 86.14
2108,daily, 6, 0.00, 86.14
2109,crowded, 6, 0.00, 86.14
2110,counting, 6, 0.00, 86.15
2111,confusion, 6, 0.00, 86.15
2112,confident, 6, 0.00, 86.16
2113,concourse, 6, 0.00, 86.16
2114,concord, 6, 0.00, 86.17
2115,composure, 6, 0.00, 86.17
2116,composedly, 6, 0.00, 86.18
2117,complete, 6, 0.00, 86.18
2118,companions, 6, 0.00, 86.18
2119,communication, 6, 0.00, 86.19
2120,communicated, 6, 0.00, 86.19
2121,closely, 6, 0.00, 86.20
2122,clinging, 6, 0.00, 86.20
2123,clerk, 6, 0.00, 86.21
2124,christian, 6, 0.00, 86.21
2125,chimney, 6, 0.00, 86.21
2126,cheerful, 6, 0.00, 86.22
2127,check, 6, 0.00, 86.22
2128,charles”, 6, 0.00, 86.23
2129,casting, 6, 0.00, 86.23
2130,carriages, 6, 0.00, 86.24
2131,cares, 6, 0.00, 86.24
2132,card, 6, 0.00, 86.25
2133,captivity, 6, 0.00, 86.25
2134,buy, 6, 0.00, 86.25
2135,bursting, 6, 0.00, 86.26
2136,buildings, 6, 0.00, 86.26
2137,brooding, 6, 0.00, 86.27
2138,bringing, 6, 0.00, 86.27
2139,brief, 6, 0.00, 86.28
2140,breaking, 6, 0.00, 86.28
2141,brandy, 6, 0.00, 86.29
2142,blow, 6, 0.00, 86.29
2143,bending, 6, 0.00, 86.29
2144,belong, 6, 0.00, 86.30
2145,believeth, 6, 0.00, 86.30
2146,believed, 6, 0.00, 86.31
2147,belief, 6, 0.00, 86.31
2148,be;, 6, 0.00, 86.32
2149,basin, 6, 0.00, 86.32
2150,away;, 6, 0.00, 86.33
2151,assure, 6, 0.00, 86.33
2152,association, 6, 0.00, 86.33
2153,asking, 6, 0.00, 86.34
2154,ashes, 6, 0.00, 86.34
2155,ascended, 6, 0.00, 86.35
2156,art, 6, 0.00, 86.35
2157,are”, 6, 0.00, 86.36
2158,approach, 6, 0.00, 86.36
2159,am”, 6, 0.00, 86.37
2160,altered, 6, 0.00, 86.37
2161,alike, 6, 0.00, 86.37
2162,agitated, 6, 0.00, 86.38
2163,again;, 6, 0.00, 86.38
2164,afflicted, 6, 0.00, 86.39
2165,affectionate, 6, 0.00, 86.39
2166,accordingly, 6, 0.00, 86.40
2167,_that_, 6, 0.00, 86.40
2168,_i_, 6, 0.00, 86.40
2169,“‘she, 5, 0.00, 86.41
2170,“though, 5, 0.00, 86.41
2171,“thank, 5, 0.00, 86.42
2172,“tell, 5, 0.00, 86.42
2173,“take, 5, 0.00, 86.42
2174,“such, 5, 0.00, 86.43
2175,“really, 5, 0.00, 86.43
2176,“never”, 5, 0.00, 86.43
2177,“never, 5, 0.00, 86.44
2178,“look, 5, 0.00, 86.44
2179,“listen, 5, 0.00, 86.45
2180,“hush, 5, 0.00, 86.45
2181,“has, 5, 0.00, 86.45
2182,“good”, 5, 0.00, 86.46
2183,“god, 5, 0.00, 86.46
2184,“eh, 5, 0.00, 86.46
2185,“doctor, 5, 0.00, 86.47
2186,“am, 5, 0.00, 86.47
2187,“ah”, 5, 0.00, 86.47
2188,yellow, 5, 0.00, 86.48
2189,wrung, 5, 0.00, 86.48
2190,woman’s, 5, 0.00, 86.49
2191,wished, 5, 0.00, 86.49
2192,wise, 5, 0.00, 86.49
2193,wildly, 5, 0.00, 86.50
2194,whip, 5, 0.00, 86.50
2195,whenever, 5, 0.00, 86.50
2196,weeks, 5, 0.00, 86.51
2197,way;, 5, 0.00, 86.51
2198,waves, 5, 0.00, 86.52
2199,waved, 5, 0.00, 86.52
2200,watches, 5, 0.00, 86.52
2201,warning, 5, 0.00, 86.53
2202,wandered, 5, 0.00, 86.53
2203,wake, 5, 0.00, 86.53
2204,victims, 5, 0.00, 86.54
2205,victim, 5, 0.00, 86.54
2206,vacant, 5, 0.00, 86.54
2207,urged, 5, 0.00, 86.55
2208,united, 5, 0.00, 86.55
2209,undertake, 5, 0.00, 86.56
2210,uncertain, 5, 0.00, 86.56
2211,unable, 5, 0.00, 86.56
2212,turns, 5, 0.00, 86.57
2213,trusting, 5, 0.00, 86.57
2214,trod, 5, 0.00, 86.57
2215,triumph, 5, 0.00, 86.58
2216,tremendous, 5, 0.00, 86.58
2217,trembling, 5, 0.00, 86.59
2218,trembled, 5, 0.00, 86.59
2219,traitor, 5, 0.00, 86.59
2220,trace, 5, 0.00, 86.60
2221,tight, 5, 0.00, 86.60
2222,tied, 5, 0.00, 86.60
2223,throw, 5, 0.00, 86.61
2224,throng, 5, 0.00, 86.61
2225,threatening, 5, 0.00, 86.61
2226,thou, 5, 0.00, 86.62
2227,thanks, 5, 0.00, 86.62
2228,thankful, 5, 0.00, 86.63
2229,term, 5, 0.00, 86.63
2230,tender, 5, 0.00, 86.63
2231,tended, 5, 0.00, 86.64
2232,temper, 5, 0.00, 86.64
2233,tearing, 5, 0.00, 86.64
2234,tea, 5, 0.00, 86.65
2235,tax, 5, 0.00, 86.65
2236,sydney”, 5, 0.00, 86.66
2237,sword, 5, 0.00, 86.66
2238,swinging, 5, 0.00, 86.66
2239,swept, 5, 0.00, 86.67
2240,surrounding, 5, 0.00, 86.67
2241,supported, 5, 0.00, 86.67
2242,sunny, 5, 0.00, 86.68
2243,sufficiently, 5, 0.00, 86.68
2244,success, 5, 0.00, 86.68
2245,submission, 5, 0.00, 86.69
2246,stryver’s, 5, 0.00, 86.69
2247,stryver;, 5, 0.00, 86.70
2248,string, 5, 0.00, 86.70
2249,strained, 5, 0.00, 86.70
2250,stirred, 5, 0.00, 86.71
2251,stir, 5, 0.00, 86.71
2252,stiff, 5, 0.00, 86.71
2253,starved, 5, 0.00, 86.72
2254,stars, 5, 0.00, 86.72
2255,spun, 5, 0.00, 86.73
2256,spring, 5, 0.00, 86.73
2257,special, 5, 0.00, 86.73
2258,speaker, 5, 0.00, 86.74
2259,sparks, 5, 0.00, 86.74
2260,sounds, 5, 0.00, 86.74
2261,soothing, 5, 0.00, 86.75
2262,solemnly, 5, 0.00, 86.75
2263,sober, 5, 0.00, 86.75
2264,smiling, 5, 0.00, 86.76
2265,sleeping, 5, 0.00, 86.76
2266,side”, 5, 0.00, 86.77
2267,sides, 5, 0.00, 86.77
2268,shrewd, 5, 0.00, 86.77
2269,shore, 5, 0.00, 86.78
2270,shivered, 5, 0.00, 86.78
2271,shed, 5, 0.00, 86.78
2272,shade, 5, 0.00, 86.79
2273,seventyfive, 5, 0.00, 86.79
2274,seventeen, 5, 0.00, 86.79
2275,settled, 5, 0.00, 86.80
2276,served, 5, 0.00, 86.80
2277,serene, 5, 0.00, 86.81
2278,sensible, 5, 0.00, 86.81
2279,sees, 5, 0.00, 86.81
2280,seeking, 5, 0.00, 86.82
2281,scrap, 5, 0.00, 86.82
2282,scores, 5, 0.00, 86.82
2283,saddle, 5, 0.00, 86.83
2284,rustic, 5, 0.00, 86.83
2285,royal, 5, 0.00, 86.84
2286,rome, 5, 0.00, 86.84
2287,rolling, 5, 0.00, 86.84
2288,rises, 5, 0.00, 86.85
2289,rights, 5, 0.00, 86.85
2290,rider, 5, 0.00, 86.85
2291,ribbon, 5, 0.00, 86.86
2292,revealed, 5, 0.00, 86.86
2293,restore, 5, 0.00, 86.86
2294,resorted, 5, 0.00, 86.87
2295,resolution, 5, 0.00, 86.87
2296,request, 5, 0.00, 86.88
2297,repetition, 5, 0.00, 86.88
2298,render, 5, 0.00, 86.88
2299,remote, 5, 0.00, 86.89
2300,remaining, 5, 0.00, 86.89
2301,release, 5, 0.00, 86.89
2302,record, 5, 0.00, 86.90
2303,recognised, 5, 0.00, 86.90
2304,reception, 5, 0.00, 86.91
2305,readily, 5, 0.00, 86.91
2306,ray, 5, 0.00, 86.91
2307,question”, 5, 0.00, 86.92
2308,quality, 5, 0.00, 86.92
2309,pursuit, 5, 0.00, 86.92
2310,pross;, 5, 0.00, 86.93
2311,prosecutor, 5, 0.00, 86.93
2312,proof, 5, 0.00, 86.93
2313,profound, 5, 0.00, 86.94
2314,proceedings, 5, 0.00, 86.94
2315,probable, 5, 0.00, 86.95
2316,price, 5, 0.00, 86.95
2317,previously, 5, 0.00, 86.95
2318,previous, 5, 0.00, 86.96
2319,prevented, 5, 0.00, 86.96
2320,powerful, 5, 0.00, 86.96
2321,points, 5, 0.00, 86.97
2322,played, 5, 0.00, 86.97
2323,placed, 5, 0.00, 86.98
2324,place;, 5, 0.00, 86.98
2325,pile, 5, 0.00, 86.98
2326,petition, 5, 0.00, 86.99
2327,patriotic, 5, 0.00, 86.99
2328,patches, 5, 0.00, 86.99
2329,passionate, 5, 0.00, 87.00
2330,outward, 5, 0.00, 87.00
2331,oppression, 5, 0.00, 87.00
2332,oppressed, 5, 0.00, 87.01
2333,oldest, 5, 0.00, 87.01
2334,oh, 5, 0.00, 87.02
2335,officer, 5, 0.00, 87.02
2336,office, 5, 0.00, 87.02
2337,offered, 5, 0.00, 87.03
2338,observing, 5, 0.00, 87.03
2339,observation, 5, 0.00, 87.03
2340,obeyed, 5, 0.00, 87.04
2341,numerous, 5, 0.00, 87.04
2342,november, 5, 0.00, 87.05
2343,nodding, 5, 0.00, 87.05
2344,news, 5, 0.00, 87.05
2345,neighbourhood, 5, 0.00, 87.06
2346,mused, 5, 0.00, 87.06
2347,move, 5, 0.00, 87.06
2348,moreover, 5, 0.00, 87.07
2349,moral, 5, 0.00, 87.07
2350,monseigneur’s, 5, 0.00, 87.07
2351,mob, 5, 0.00, 87.08
2352,military, 5, 0.00, 87.08
2353,midnight, 5, 0.00, 87.09
2354,merciful, 5, 0.00, 87.09
2355,mercies, 5, 0.00, 87.09
2356,mechanical, 5, 0.00, 87.10
2357,meanwhile, 5, 0.00, 87.10
2358,manifest, 5, 0.00, 87.10
2359,main, 5, 0.00, 87.11
2360,lucie’s, 5, 0.00, 87.11
2361,lords, 5, 0.00, 87.12
2362,look”, 5, 0.00, 87.12
2363,loo, 5, 0.00, 87.12
2364,lodging, 5, 0.00, 87.13
2365,loadstone, 5, 0.00, 87.13
2366,lingered, 5, 0.00, 87.13
2367,linen, 5, 0.00, 87.14
2368,lifting, 5, 0.00, 87.14
2369,lift, 5, 0.00, 87.14
2370,lie, 5, 0.00, 87.15
2371,lean, 5, 0.00, 87.15
2372,later, 5, 0.00, 87.16
2373,latent, 5, 0.00, 87.16
2374,land, 5, 0.00, 87.16
2375,lady’s, 5, 0.00, 87.17
2376,ladies, 5, 0.00, 87.17
2377,labour, 5, 0.00, 87.17
2378,knot, 5, 0.00, 87.18
2379,kneeled, 5, 0.00, 87.18
2380,kill, 5, 0.00, 87.19
2381,keys, 5, 0.00, 87.19
2382,juryman, 5, 0.00, 87.19
2383,joy, 5, 0.00, 87.20
2384,john, 5, 0.00, 87.20
2385,i”, 5, 0.00, 87.20
2386,issued, 5, 0.00, 87.21
2387,interposed, 5, 0.00, 87.21
2388,interchange, 5, 0.00, 87.21
2389,intelligence, 5, 0.00, 87.22
2390,inquiry, 5, 0.00, 87.22
2391,inner, 5, 0.00, 87.23
2392,informed, 5, 0.00, 87.23
2393,indivisible, 5, 0.00, 87.23
2394,indifferent, 5, 0.00, 87.24
2395,incapable, 5, 0.00, 87.24
2396,in;, 5, 0.00, 87.24
2397,immense, 5, 0.00, 87.25
2398,imaginary, 5, 0.00, 87.25
2399,identified, 5, 0.00, 87.26
2400,hush, 5, 0.00, 87.26
2401,holes, 5, 0.00, 87.26
2402,highway, 5, 0.00, 87.27
2403,hideous, 5, 0.00, 87.27
2404,here;, 5, 0.00, 87.27
2405,herbs, 5, 0.00, 87.28
2406,helped, 5, 0.00, 87.28
2407,height, 5, 0.00, 87.28
2408,heed, 5, 0.00, 87.29
2409,heat, 5, 0.00, 87.29
2410,healthy, 5, 0.00, 87.30
2411,hanged, 5, 0.00, 87.30
2412,handsomely, 5, 0.00, 87.30
2413,halfdozen, 5, 0.00, 87.31
2414,haggard, 5, 0.00, 87.31
2415,ha, 5, 0.00, 87.31
2416,gun, 5, 0.00, 87.32
2417,guineas, 5, 0.00, 87.32
2418,guidance, 5, 0.00, 87.32
2419,grow, 5, 0.00, 87.33
2420,grounds, 5, 0.00, 87.33
2421,green, 5, 0.00, 87.34
2422,gloom, 5, 0.00, 87.34
2423,glad, 5, 0.00, 87.34
2424,gives, 5, 0.00, 87.35
2425,ghosts, 5, 0.00, 87.35
2426,ghostly, 5, 0.00, 87.35
2427,gaspard, 5, 0.00, 87.36
2428,gaol, 5, 0.00, 87.36
2429,gallop, 5, 0.00, 87.37
2430,gallantry, 5, 0.00, 87.37
2431,furnished, 5, 0.00, 87.37
2432,friend;, 5, 0.00, 87.38
2433,frequent, 5, 0.00, 87.38
2434,frenchman, 5, 0.00, 87.38
2435,frame, 5, 0.00, 87.39
2436,fragments, 5, 0.00, 87.39
2437,forlorn, 5, 0.00, 87.39
2438,forest, 5, 0.00, 87.40
2439,foreign, 5, 0.00, 87.40
2440,forces, 5, 0.00, 87.41
2441,flowers, 5, 0.00, 87.41
2442,flop, 5, 0.00, 87.41
2443,flight, 5, 0.00, 87.42
2444,flies, 5, 0.00, 87.42
2445,fire;, 5, 0.00, 87.42
2446,fill, 5, 0.00, 87.43
2447,fifteen, 5, 0.00, 87.43
2448,fervent, 5, 0.00, 87.44
2449,female, 5, 0.00, 87.44
2450,fellow”, 5, 0.00, 87.44
2451,favourite, 5, 0.00, 87.45
2452,favoured, 5, 0.00, 87.45
2453,famous, 5, 0.00, 87.45
2454,falls, 5, 0.00, 87.46
2455,faded, 5, 0.00, 87.46
2456,face”, 5, 0.00, 87.46
2457,face;, 5, 0.00, 87.47
2458,face:, 5, 0.00, 87.47
2459,extra, 5, 0.00, 87.48
2460,extinguished, 5, 0.00, 87.48
2461,expectation, 5, 0.00, 87.48
2462,execution, 5, 0.00, 87.49
2463,exceedingly, 5, 0.00, 87.49
2464,examine, 5, 0.00, 87.49
2465,examination, 5, 0.00, 87.50
2466,eternal, 5, 0.00, 87.50
2467,entreat, 5, 0.00, 87.51
2468,engendered, 5, 0.00, 87.51
2469,enemies, 5, 0.00, 87.51
2470,ends, 5, 0.00, 87.52
2471,encouraged, 5, 0.00, 87.52
2472,embracing, 5, 0.00, 87.52
2473,embraced, 5, 0.00, 87.53
2474,embrace, 5, 0.00, 87.53
2475,elsewhere, 5, 0.00, 87.53
2476,elderly, 5, 0.00, 87.54
2477,efforts, 5, 0.00, 87.54
2478,effort, 5, 0.00, 87.55
2479,echoing, 5, 0.00, 87.55
2480,echoed, 5, 0.00, 87.55
2481,earthly, 5, 0.00, 87.56
2482,earnestness, 5, 0.00, 87.56
2483,duties, 5, 0.00, 87.56
2484,dusty, 5, 0.00, 87.57
2485,dug, 5, 0.00, 87.57
2486,drops, 5, 0.00, 87.58
2487,dropping, 5, 0.00, 87.58
2488,drooping, 5, 0.00, 87.58
2489,driver, 5, 0.00, 87.59
2490,drive, 5, 0.00, 87.59
2491,drawer, 5, 0.00, 87.59
2492,dragged, 5, 0.00, 87.60
2493,doorway, 5, 0.00, 87.60
2494,doorpost, 5, 0.00, 87.60
2495,doll, 5, 0.00, 87.61
2496,doesn’t, 5, 0.00, 87.61
2497,distrust, 5, 0.00, 87.62
2498,dismal, 5, 0.00, 87.62
2499,dipped, 5, 0.00, 87.62
2500,difference, 5, 0.00, 87.63
2501,dialogue, 5, 0.00, 87.63
2502,detected, 5, 0.00, 87.63
2503,details, 5, 0.00, 87.64
2504,desired, 5, 0.00, 87.64
2505,deserted, 5, 0.00, 87.65
2506,description, 5, 0.00, 87.65
2507,describe, 5, 0.00, 87.65
2508,descent, 5, 0.00, 87.66
2509,derived, 5, 0.00, 87.66
2510,depends, 5, 0.00, 87.66
2511,departed, 5, 0.00, 87.67
2512,denounce, 5, 0.00, 87.67
2513,demand, 5, 0.00, 87.67
2514,decoration, 5, 0.00, 87.68
2515,dead”, 5, 0.00, 87.68
2516,de, 5, 0.00, 87.69
2517,day;, 5, 0.00, 87.69
2518,daughter”, 5, 0.00, 87.69
2519,date, 5, 0.00, 87.70
2520,darkly, 5, 0.00, 87.70
2521,darkening, 5, 0.00, 87.70
2522,darkened, 5, 0.00, 87.71
2523,dancing, 5, 0.00, 87.71
2524,current, 5, 0.00, 87.72
2525,crying, 5, 0.00, 87.72
2526,cruncher”, 5, 0.00, 87.72
2527,crown, 5, 0.00, 87.73
2528,crooked, 5, 0.00, 87.73
2529,crimes, 5, 0.00, 87.73
2530,creatures, 5, 0.00, 87.74
2531,crash, 5, 0.00, 87.74
2532,countenance, 5, 0.00, 87.74
2533,cough, 5, 0.00, 87.75
2534,corners, 5, 0.00, 87.75
2535,convenient, 5, 0.00, 87.76
2536,consolation, 5, 0.00, 87.76
2537,consciousness, 5, 0.00, 87.76
2538,confronted, 5, 0.00, 87.77
2539,confide, 5, 0.00, 87.77
2540,conclusion, 5, 0.00, 87.77
2541,concealed, 5, 0.00, 87.78
2542,complied, 5, 0.00, 87.78
2543,committed, 5, 0.00, 87.79
2544,come”, 5, 0.00, 87.79
2545,collected, 5, 0.00, 87.79
2546,coffee, 5, 0.00, 87.80
2547,clouds, 5, 0.00, 87.80
2548,closet, 5, 0.00, 87.80
2549,class, 5, 0.00, 87.81
2550,clasping, 5, 0.00, 87.81
2551,claim, 5, 0.00, 87.81
2552,citizeness”, 5, 0.00, 87.82
2553,charged, 5, 0.00, 87.82
2554,cautiously, 5, 0.00, 87.83
2555,cathedral, 5, 0.00, 87.83
2556,cask, 5, 0.00, 87.83
2557,carrying, 5, 0.00, 87.84
2558,captive, 5, 0.00, 87.84
2559,capacity, 5, 0.00, 87.84
2560,calais, 5, 0.00, 87.85
2561,byandbye, 5, 0.00, 87.85
2562,british, 5, 0.00, 87.86
2563,bridge, 5, 0.00, 87.86
2564,breathless, 5, 0.00, 87.86
2565,breasts, 5, 0.00, 87.87
2566,breadth, 5, 0.00, 87.87
2567,boy’s, 5, 0.00, 87.87
2568,bow, 5, 0.00, 87.88
2569,bold, 5, 0.00, 87.88
2570,bodies, 5, 0.00, 87.88
2571,bloated, 5, 0.00, 87.89
2572,bitterly, 5, 0.00, 87.89
2573,bitter, 5, 0.00, 87.90
2574,bit, 5, 0.00, 87.90
2575,beneath, 5, 0.00, 87.90
2576,beloved, 5, 0.00, 87.91
2577,believe”, 5, 0.00, 87.91
2578,before”, 5, 0.00, 87.91
2579,bedchamber, 5, 0.00, 87.92
2580,beckoned, 5, 0.00, 87.92
2581,beaten, 5, 0.00, 87.92
2582,beasts, 5, 0.00, 87.93
2583,beach, 5, 0.00, 87.93
2584,barred, 5, 0.00, 87.94
2585,banking, 5, 0.00, 87.94
2586,ball, 5, 0.00, 87.94
2587,baby, 5, 0.00, 87.95
2588,awoke, 5, 0.00, 87.95
2589,awaiting, 5, 0.00, 87.95
2590,attracted, 5, 0.00, 87.96
2591,attentively, 5, 0.00, 87.96
2592,attentive, 5, 0.00, 87.97
2593,attendant, 5, 0.00, 87.97
2594,attend, 5, 0.00, 87.97
2595,associations, 5, 0.00, 87.98
2596,assist, 5, 0.00, 87.98
2597,assented, 5, 0.00, 87.98
2598,articles, 5, 0.00, 87.99
2599,arranged, 5, 0.00, 87.99
2600,arise, 5, 0.00, 87.99
2601,approached, 5, 0.00, 88.00
2602,apprehension, 5, 0.00, 88.00
2603,anybody’s, 5, 0.00, 88.01
2604,antiquity, 5, 0.00, 88.01
2605,answered:, 5, 0.00, 88.01
2606,animated, 5, 0.00, 88.02
2607,anger, 5, 0.00, 88.02
2608,anew, 5, 0.00, 88.02
2609,alarm, 5, 0.00, 88.03
2610,ah, 5, 0.00, 88.03
2611,agin, 5, 0.00, 88.04
2612,affection, 5, 0.00, 88.04
2613,advise, 5, 0.00, 88.04
2614,advantage, 5, 0.00, 88.05
2615,admiration, 5, 0.00, 88.05
2616,adjacent, 5, 0.00, 88.05
2617,addressing, 5, 0.00, 88.06
2618,actually, 5, 0.00, 88.06
2619,acknowledged, 5, 0.00, 88.06
2620,accomplished, 5, 0.00, 88.07
2621,absent, 5, 0.00, 88.07
2622,_is_, 5, 0.00, 88.08
2623,“‘you, 4, 0.00, 88.08
2624,“yes;, 4, 0.00, 88.08
2625,“what”, 4, 0.00, 88.08
2626,“truly, 4, 0.00, 88.09
2627,“these, 4, 0.00, 88.09
2628,“perhaps, 4, 0.00, 88.09
2629,“pardon, 4, 0.00, 88.10
2630,“or, 4, 0.00, 88.10
2631,“no;, 4, 0.00, 88.10
2632,“lucie, 4, 0.00, 88.11
2633,“long, 4, 0.00, 88.11
2634,“keep, 4, 0.00, 88.11
2635,“jerry, 4, 0.00, 88.11
2636,“indeed”, 4, 0.00, 88.12
2637,“from, 4, 0.00, 88.12
2638,“dear, 4, 0.00, 88.12
2639,“come”, 4, 0.00, 88.13
2640,“charles, 4, 0.00, 88.13
2641,“by, 4, 0.00, 88.13
2642,“business, 4, 0.00, 88.13
2643,“before, 4, 0.00, 88.14
2644,“barsad”, 4, 0.00, 88.14
2645,‘my, 4, 0.00, 88.14
2646,‘i, 4, 0.00, 88.15
2647,yards, 4, 0.00, 88.15
2648,xv, 4, 0.00, 88.15
2649,xiv, 4, 0.00, 88.16
2650,xiii, 4, 0.00, 88.16
2651,xii, 4, 0.00, 88.16
2652,xi, 4, 0.00, 88.16
2653,x, 4, 0.00, 88.17
2654,wrist, 4, 0.00, 88.17
2655,work”, 4, 0.00, 88.17
2656,word”, 4, 0.00, 88.18
2657,wondering, 4, 0.00, 88.18
2658,woman”, 4, 0.00, 88.18
2659,witness”, 4, 0.00, 88.18
2660,wings, 4, 0.00, 88.19
2661,will”, 4, 0.00, 88.19
2662,wildest, 4, 0.00, 88.19
2663,wilderness, 4, 0.00, 88.20
2664,wife;, 4, 0.00, 88.20
2665,whosoever, 4, 0.00, 88.20
2666,wholly, 4, 0.00, 88.21
2667,whitehaired, 4, 0.00, 88.21
2668,whispers, 4, 0.00, 88.21
2669,whirling, 4, 0.00, 88.21
2670,whirled, 4, 0.00, 88.22
2671,whereas, 4, 0.00, 88.22
2672,west, 4, 0.00, 88.22
2673,water”, 4, 0.00, 88.23
2674,waters, 4, 0.00, 88.23
