word, count, percent, cum
however, 19, 0.07, 66.03
even, 19, 0.07, 66.10
day, 19, 0.07, 66.17
being, 19, 0.07, 66.24
‘why, 18, 0.07, 66.31
use, 18, 0.07, 66.38
sort, 18, 0.07, 66.44
hand, 18, 0.07, 66.51
feet, 18, 0.07, 66.58
you’re, 17, 0.06, 66.65
why, 17, 0.06, 66.71
we, 17, 0.06, 66.77
that’s, 17, 0.06, 66.84
side, 17, 0.06, 66.90
sat, 17, 0.06, 66.97
house, 17, 0.06, 67.03
ever, 17, 0.06, 67.10
curious, 17, 0.06, 67.16
asked, 17, 0.06, 67.22
‘that’s, 16, 0.06, 67.28
‘that, 16, 0.06, 67.34
‘how, 16, 0.06, 67.41
under, 16, 0.06, 67.47
turned, 16, 0.06, 67.53
there’s, 16, 0.06, 67.59
table, 16, 0.06, 67.65
something, 16, 0.06, 67.71
old, 16, 0.06, 67.77
eat, 16, 0.06, 67.83
doesn’t, 16, 0.06, 67.89
course, 16, 0.06, 67.95
anything, 16, 0.06, 68.01
alice;, 16, 0.06, 68.07
‘come, 15, 0.06, 68.13
words, 15, 0.06, 68.18
wonder, 15, 0.06, 68.24
spoke, 15, 0.06, 68.30
ran, 15, 0.06, 68.35
oh, 15, 0.06, 68.41
near, 15, 0.06, 68.47
knew, 15, 0.06, 68.52
jury, 15, 0.06, 68.58
hastily, 15, 0.06, 68.64
gave, 15, 0.06, 68.69
end, 15, 0.06, 68.75
called, 15, 0.06, 68.81
am, 15, 0.06, 68.86
‘i’ve, 14, 0.05, 68.92
talking, 14, 0.05, 68.97
soup, 14, 0.05, 69.02
set, 14, 0.05, 69.08
saying, 14, 0.05, 69.13
saw, 14, 0.05, 69.18
question, 14, 0.05, 69.24
please, 14, 0.05, 69.29
ought, 14, 0.05, 69.34
me’, 14, 0.05, 69.39
low, 14, 0.05, 69.45
left, 14, 0.05, 69.50
itself, 14, 0.05, 69.55
idea, 14, 0.05, 69.61
hear, 14, 0.05, 69.66
face, 14, 0.05, 69.71
court, 14, 0.05, 69.76
both, 14, 0.05, 69.82
anxiously, 14, 0.05, 69.87
whole, 13, 0.05, 69.92
through, 13, 0.05, 69.97
these, 13, 0.05, 70.02
still, 13, 0.05, 70.07
seen, 13, 0.05, 70.12
now’, 13, 0.05, 70.17
let, 13, 0.05, 70.21
kept, 13, 0.05, 70.26
here’, 13, 0.05, 70.31
grow, 13, 0.05, 70.36
gone, 13, 0.05, 70.41
dodo, 13, 0.05, 70.46
cook, 13, 0.05, 70.51
close, 13, 0.05, 70.56
air, 13, 0.05, 70.61
‘then, 12, 0.05, 70.65
‘of, 12, 0.05, 70.70
yet, 12, 0.05, 70.74
wouldn’t, 12, 0.05, 70.79
used, 12, 0.05, 70.83
us, 12, 0.05, 70.88
turning, 12, 0.05, 70.93
trying, 12, 0.05, 70.97
try, 12, 0.05, 71.02
remember, 12, 0.05, 71.06
perhaps, 12, 0.05, 71.11
people, 12, 0.05, 71.15
may, 12, 0.05, 71.20
many, 12, 0.05, 71.24
hardly, 12, 0.05, 71.29
garden, 12, 0.05, 71.33
every, 12, 0.05, 71.38
enough, 12, 0.05, 71.42
done, 12, 0.05, 71.47
chapter, 12, 0.05, 71.51
bit, 12, 0.05, 71.56
best, 12, 0.05, 71.61
behind, 12, 0.05, 71.65
because, 12, 0.05, 71.70
beautiful, 12, 0.05, 71.74
arm, 12, 0.05, 71.79
among, 12, 0.05, 71.83
always, 12, 0.05, 71.88
alice’s, 12, 0.05, 71.92
